,Carrier,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
175,Southwest,11,14,5,6.48333333333,6.5,7.46666666667,7.5,59.0,60.0,45.0,-2.0,-1.0,294,6.0,8.0,0,0,,,,,
176,American,3,4,2,18.5,18.5,19.7333333333,19.5833333333,74.0,65.0,43.0,9.0,0.0,247,19.0,12.0,0,0,,,,,
177,Southwest,9,4,4,10.2333333333,10.3333333333,12.2833333333,12.5,123.0,130.0,114.0,-13.0,-6.0,829,2.0,7.0,0,0,,,,,
178,American,1,22,2,22.15,22.1666666667,23.9666666667,23.8333333333,229.0,220.0,207.0,8.0,-1.0,1464,5.0,17.0,0,0,,,,,
179,Southwest,12,9,2,15.3166666667,15.3333333333,20.6666666667,20.5833333333,201.0,195.0,190.0,5.0,-1.0,1363,6.0,5.0,0,0,,,,,
180,Southwest,3,12,3,14.1666666667,14.0,18.8833333333,18.9166666667,163.0,175.0,153.0,-2.0,10.0,1262,4.0,6.0,0,0,,,,,
181,Southwest,8,12,2,12.9833333333,13.0,14.1166666667,14.25,68.0,75.0,57.0,-8.0,-1.0,337,5.0,6.0,0,0,,,,,
182,Southwest,5,10,6,18.55,18.6666666667,21.4333333333,21.75,113.0,125.0,98.0,-19.0,-7.0,777,4.0,11.0,0,0,,,,,
183,American,7,7,1,12.2333333333,11.1666666667,13.9333333333,13.0,162.0,170.0,147.0,56.0,64.0,1046,3.0,12.0,0,0,56.0,0.0,0.0,0.0,0.0
184,Southwest,3,22,6,7.86666666667,7.83333333333,8.75,8.91666666667,53.0,65.0,42.0,-10.0,2.0,226,5.0,6.0,0,0,,,,,
185,Southwest,3,10,1,17.85,17.8333333333,18.7666666667,18.9166666667,55.0,65.0,48.0,-9.0,1.0,304,3.0,4.0,0,0,,,,,
186,American,6,16,1,0.25,21.9166666667,2.66666666667,0.416666666667,145.0,150.0,127.0,135.0,140.0,978,6.0,12.0,0,0,0.0,0.0,3.0,0.0,132.0
187,Southwest,6,9,1,7.03333333333,7.0,7.71666666667,7.83333333333,41.0,50.0,33.0,-7.0,2.0,189,3.0,5.0,0,0,,,,,
188,Southwest,3,6,4,6.4,6.41666666667,7.93333333333,8.16666666667,152.0,165.0,137.0,-14.0,-1.0,935,4.0,11.0,0,0,,,,,
189,American,12,8,1,20.8333333333,20.6666666667,22.5166666667,22.3333333333,161.0,160.0,139.0,11.0,10.0,1045,10.0,12.0,0,0,,,,,
190,American,9,8,1,17.1,15.75,22.5166666667,21.1666666667,205.0,205.0,175.0,81.0,81.0,1515,5.0,25.0,0,0,0.0,0.0,81.0,0.0,0.0
191,American,9,17,3,19.2,19.3333333333,20.3666666667,20.75,70.0,85.0,57.0,-23.0,-8.0,403,4.0,9.0,0,0,,,,,
192,Southwest,9,3,3,17.2666666667,16.8333333333,18.2666666667,17.9166666667,60.0,65.0,50.0,21.0,26.0,281,4.0,6.0,0,0,21.0,0.0,0.0,0.0,0.0
193,Southwest,9,15,1,16.45,16.0,17.6166666667,17.1666666667,70.0,70.0,55.0,27.0,27.0,367,5.0,10.0,0,0,1.0,0.0,0.0,0.0,26.0
194,American,10,13,1,11.6833333333,11.75,16.2833333333,16.3333333333,216.0,215.0,194.0,-3.0,-4.0,1372,12.0,10.0,0,0,,,,,
195,Southwest,8,14,4,13.4833333333,13.5,14.3833333333,14.5,54.0,60.0,40.0,-7.0,-1.0,239,4.0,10.0,0,0,,,,,
196,American,10,14,2,18.95,18.5,20.4,20.0833333333,147.0,155.0,123.0,19.0,27.0,919,9.0,15.0,0,0,0.0,0.0,0.0,0.0,19.0
197,American,7,5,6,6.4,6.5,8.41666666667,8.58333333333,181.0,185.0,159.0,-10.0,-6.0,1197,5.0,17.0,0,0,,,,,
198,Southwest,3,27,4,16.0166666667,15.9166666667,17.2333333333,17.0833333333,73.0,70.0,59.0,9.0,6.0,303,6.0,8.0,0,0,,,,,
199,Southwest,12,16,2,16.85,16.8333333333,19.5833333333,19.8333333333,224.0,240.0,210.0,-15.0,1.0,1335,3.0,11.0,0,0,,,,,
200,American,8,10,7,9.91666666667,9.78333333333,11.3333333333,11.2833333333,85.0,90.0,66.0,3.0,8.0,448,10.0,9.0,0,0,,,,,
201,Southwest,9,11,4,10.1833333333,10.1666666667,11.6333333333,11.8333333333,147.0,160.0,130.0,-12.0,1.0,948,4.0,13.0,0,0,,,,,
202,Southwest,5,16,5,16.15,16.0833333333,17.4333333333,17.3333333333,77.0,75.0,62.0,6.0,4.0,342,4.0,11.0,0,0,,,,,
203,American,1,19,6,9.66666666667,9.66666666667,11.15,11.0833333333,89.0,85.0,68.0,4.0,0.0,403,3.0,18.0,0,0,,,,,
204,American,8,21,4,8.26666666667,8.33333333333,13.6833333333,14.0833333333,205.0,225.0,184.0,-24.0,-4.0,1616,13.0,8.0,0,0,,,,,
205,Southwest,3,7,5,6.96666666667,6.91666666667,7.63333333333,7.91666666667,160.0,180.0,143.0,-17.0,3.0,1099,4.0,13.0,0,0,,,,,
206,Southwest,11,6,4,11.05,10.3333333333,11.85,11.1666666667,48.0,50.0,34.0,41.0,43.0,192,3.0,11.0,0,0,41.0,0.0,0.0,0.0,0.0
207,Southwest,10,13,1,9.13333333333,9.0,10.1833333333,9.91666666667,63.0,55.0,51.0,16.0,8.0,248,5.0,7.0,0,0,4.0,0.0,8.0,0.0,4.0
208,Southwest,7,2,3,17.15,17.0,18.15,18.0,60.0,60.0,43.0,9.0,9.0,291,3.0,14.0,0,0,,,,,
209,Southwest,12,6,6,8.0,8.0,10.1666666667,10.25,70.0,75.0,56.0,-5.0,0.0,365,3.0,11.0,0,0,,,,,
210,Southwest,2,21,4,19.6333333333,19.25,21.2,20.75,94.0,90.0,77.0,27.0,23.0,461,3.0,14.0,0,0,0.0,0.0,4.0,0.0,23.0
211,American,10,1,3,7.3,7.33333333333,9.76666666667,9.83333333333,148.0,150.0,129.0,-4.0,-2.0,1045,8.0,11.0,0,0,,,,,
212,Southwest,4,17,4,9.46666666667,9.41666666667,10.2833333333,10.3333333333,109.0,115.0,99.0,-3.0,3.0,636,2.0,8.0,0,0,,,,,
213,Southwest,1,17,4,7.31666666667,7.16666666667,10.1166666667,10.0833333333,108.0,115.0,86.0,2.0,9.0,675,12.0,10.0,0,0,,,,,
214,Southwest,11,24,1,20.35,20.4166666667,21.4333333333,21.75,65.0,80.0,54.0,-19.0,-4.0,361,5.0,6.0,0,0,,,,,
215,American,9,10,3,21.1333333333,21.1666666667,22.5666666667,22.75,206.0,215.0,192.0,-11.0,-2.0,1438,3.0,11.0,0,0,,,,,
216,American,2,5,2,14.8333333333,14.8333333333,18.3,18.0833333333,148.0,135.0,105.0,13.0,0.0,868,13.0,30.0,0,0,,,,,
217,Southwest,9,3,3,12.3,12.3333333333,13.1666666667,13.3333333333,52.0,60.0,40.0,-10.0,-2.0,276,3.0,9.0,0,0,,,,,
218,Southwest,7,14,1,18.2,18.1666666667,19.2833333333,19.4166666667,65.0,75.0,55.0,-8.0,2.0,288,3.0,7.0,0,0,,,,,
219,Southwest,12,21,7,18.9333333333,18.1666666667,20.1166666667,19.5,71.0,80.0,63.0,37.0,46.0,419,3.0,5.0,0,0,0.0,0.0,0.0,0.0,37.0
220,American,11,27,4,19.35,19.0,22.1,21.8333333333,225.0,230.0,212.0,16.0,21.0,1565,5.0,8.0,0,0,0.0,0.0,0.0,0.0,16.0
221,Southwest,3,25,2,19.75,19.8333333333,19.7833333333,19.75,62.0,55.0,43.0,2.0,-5.0,162,8.0,11.0,0,0,,,,,
222,Southwest,1,4,5,6.25,6.16666666667,7.53333333333,7.16666666667,77.0,60.0,41.0,22.0,5.0,197,4.0,32.0,0,0,0.0,0.0,22.0,0.0,0.0
223,Southwest,10,18,6,19.8833333333,19.9166666667,21.2,21.25,79.0,80.0,68.0,-3.0,-2.0,404,5.0,6.0,0,0,,,,,
224,Southwest,5,25,7,10.2333333333,10.25,10.9166666667,11.0833333333,101.0,110.0,88.0,-10.0,-1.0,577,5.0,8.0,0,0,,,,,
225,American,5,23,5,16.1333333333,15.75,18.5,18.4166666667,202.0,220.0,178.0,5.0,23.0,1302,7.0,17.0,0,0,,,,,
226,American,2,11,1,11.55,11.5,14.6333333333,14.75,125.0,135.0,111.0,-7.0,3.0,927,4.0,10.0,0,0,,,,,
227,Southwest,12,14,7,14.0,14.0833333333,15.0666666667,15.1666666667,64.0,65.0,44.0,-6.0,-5.0,238,4.0,16.0,0,0,,,,,
228,American,9,8,1,21.05,20.5,22.9666666667,22.3333333333,115.0,110.0,97.0,38.0,33.0,585,7.0,11.0,0,0,27.0,0.0,5.0,0.0,6.0
229,Southwest,7,20,7,9.85,9.66666666667,11.3166666667,11.25,88.0,95.0,56.0,4.0,11.0,336,2.0,30.0,0,0,,,,,
230,Southwest,7,27,7,16.8666666667,16.9166666667,18.0333333333,18.0833333333,70.0,70.0,56.0,-3.0,-3.0,342,2.0,12.0,0,0,,,,,
231,American,8,7,4,15.0833333333,15.0833333333,17.1333333333,17.25,243.0,250.0,220.0,-7.0,0.0,1745,7.0,16.0,0,0,,,,,
232,Southwest,1,1,2,16.8833333333,16.9166666667,0.3,0.416666666667,265.0,270.0,241.0,-7.0,-2.0,2155,5.0,19.0,0,0,,,,,
233,Southwest,7,25,5,10.2833333333,10.0,15.4166666667,15.1666666667,188.0,190.0,162.0,15.0,17.0,1235,7.0,19.0,0,0,0.0,0.0,0.0,0.0,15.0
234,Southwest,6,6,5,11.7833333333,11.8333333333,12.6166666667,12.75,50.0,55.0,38.0,-8.0,-3.0,237,4.0,8.0,0,0,,,,,
235,American,2,23,6,0.883333333333,0.916666666667,6.16666666667,6.16666666667,197.0,195.0,181.0,0.0,-2.0,1515,6.0,10.0,0,0,,,,,
236,Southwest,12,22,1,14.8,14.8333333333,16.7666666667,17.0,118.0,130.0,106.0,-14.0,-2.0,787,5.0,7.0,0,0,,,,,
237,Southwest,2,21,4,7.7,7.25,10.7333333333,10.6666666667,182.0,205.0,170.0,4.0,27.0,1166,4.0,8.0,0,0,,,,,
238,Southwest,10,7,2,8.5,8.33333333333,10.0333333333,9.75,92.0,85.0,71.0,17.0,10.0,386,5.0,16.0,0,0,10.0,0.0,7.0,0.0,0.0
239,American,7,11,5,11.35,11.4166666667,12.2666666667,12.25,115.0,110.0,90.0,1.0,-4.0,641,8.0,17.0,0,0,,,,,
240,Southwest,7,19,6,10.1,10.1666666667,12.7666666667,13.0833333333,160.0,175.0,151.0,-19.0,-4.0,1142,2.0,7.0,0,0,,,,,
241,Southwest,1,5,6,16.6166666667,16.5833333333,17.7666666667,17.8333333333,69.0,75.0,47.0,-4.0,2.0,267,6.0,16.0,0,0,,,,,
242,Southwest,11,23,7,7.11666666667,7.0,8.41666666667,8.25,78.0,75.0,65.0,10.0,7.0,417,4.0,9.0,0,0,,,,,
243,Southwest,7,26,6,15.45,15.0,16.2333333333,15.9166666667,47.0,55.0,34.0,19.0,27.0,192,4.0,9.0,0,0,0.0,0.0,0.0,0.0,19.0
244,American,7,10,4,10.4166666667,10.5,12.6833333333,12.3333333333,196.0,170.0,160.0,21.0,-5.0,1118,5.0,31.0,0,0,0.0,0.0,21.0,0.0,0.0
245,American,3,2,7,9.98333333333,10.0,14.9333333333,15.0,177.0,180.0,149.0,-4.0,-1.0,1235,5.0,23.0,0,0,,,,,
246,American,8,8,5,22.2666666667,21.8333333333,23.8166666667,23.4166666667,153.0,155.0,130.0,24.0,26.0,988,9.0,14.0,0,0,24.0,0.0,0.0,0.0,0.0
247,Southwest,11,12,3,6.88333333333,7.0,9.28333333333,9.41666666667,84.0,85.0,73.0,-8.0,-7.0,528,3.0,8.0,0,0,,,,,
248,American,11,14,5,21.6833333333,21.5833333333,7.95,5.33333333333,,285.0,,,6.0,2342,10.0,16.0,0,1,,,,,
249,Southwest,3,9,7,16.9,16.6666666667,16.95,16.75,63.0,65.0,53.0,12.0,14.0,323,2.0,8.0,0,0,,,,,
250,American,2,3,7,20.5833333333,20.6666666667,22.9,23.25,139.0,155.0,119.0,-21.0,-5.0,950,10.0,10.0,0,0,,,,,
251,American,2,6,3,14.1166666667,14.1666666667,16.45,16.4166666667,140.0,135.0,107.0,2.0,-3.0,722,5.0,28.0,0,0,,,,,
252,American,8,16,6,14.9166666667,14.5833333333,18.3,18.0,143.0,145.0,122.0,18.0,20.0,927,7.0,14.0,0,0,7.0,0.0,0.0,0.0,11.0
253,Southwest,2,12,2,21.6166666667,20.6666666667,23.2333333333,22.5833333333,97.0,115.0,84.0,39.0,57.0,602,4.0,9.0,0,0,0.0,0.0,0.0,0.0,39.0
254,Southwest,5,17,6,14.25,14.25,16.6166666667,16.75,142.0,150.0,124.0,-8.0,0.0,806,4.0,14.0,0,0,,,,,
255,American,4,9,3,17.2333333333,16.9166666667,19.2833333333,19.0,243.0,245.0,222.0,17.0,19.0,1660,6.0,15.0,0,0,16.0,0.0,0.0,0.0,1.0
256,American,8,30,6,16.6,16.6666666667,18.7666666667,19.0833333333,130.0,145.0,115.0,-19.0,-4.0,802,5.0,10.0,0,0,,,,,
257,American,4,30,3,12.1833333333,12.1666666667,17.35,17.5833333333,190.0,205.0,169.0,-14.0,1.0,1437,10.0,11.0,0,0,,,,,
258,Southwest,8,6,3,14.0,14.0,16.4833333333,16.5,89.0,90.0,70.0,-1.0,0.0,495,4.0,15.0,0,0,,,,,
259,American,12,22,1,23.0166666667,18.5,1.75,21.5,164.0,180.0,142.0,255.0,271.0,1097,6.0,16.0,0,0,62.0,0.0,0.0,0.0,193.0
260,Southwest,10,20,1,6.83333333333,6.83333333333,9.56666666667,9.91666666667,164.0,185.0,154.0,-21.0,0.0,1101,2.0,8.0,0,0,,,,,
261,American,7,27,7,13.7833333333,12.9166666667,17.25,16.5,148.0,155.0,131.0,45.0,52.0,1017,7.0,10.0,0,0,45.0,0.0,0.0,0.0,0.0
262,Southwest,8,24,7,12.45,12.5,15.5,15.5833333333,123.0,125.0,105.0,-5.0,-3.0,759,6.0,12.0,0,0,,,,,
263,American,5,15,4,17.5333333333,17.5833333333,6.18333333333,5.91666666667,459.0,440.0,440.0,16.0,-3.0,3784,5.0,14.0,0,0,0.0,0.0,16.0,0.0,0.0
264,American,2,22,5,6.75,6.33333333333,,12.4166666667,,245.0,,,25.0,1723,,20.0,0,1,,,,,
265,American,2,9,6,18.7666666667,18.8333333333,20.0666666667,20.4166666667,198.0,215.0,181.0,-21.0,-4.0,1313,4.0,13.0,0,0,,,,,
266,Southwest,10,26,7,18.8,18.5,21.1833333333,21.0833333333,143.0,155.0,129.0,6.0,18.0,1011,4.0,10.0,0,0,,,,,
267,American,7,12,6,7.71666666667,7.75,12.2333333333,11.4166666667,211.0,160.0,190.0,49.0,-2.0,987,7.0,14.0,0,0,0.0,0.0,49.0,0.0,0.0
268,Southwest,9,29,1,10.7833333333,10.8333333333,11.4666666667,11.8333333333,161.0,180.0,149.0,-22.0,-3.0,1076,5.0,7.0,0,0,,,,,
269,Southwest,2,21,4,6.81666666667,6.83333333333,7.91666666667,8.16666666667,126.0,140.0,110.0,-15.0,-1.0,675,6.0,10.0,0,0,,,,,
270,American,10,11,6,7.05,7.08333333333,9.78333333333,9.91666666667,104.0,110.0,91.0,-8.0,-2.0,647,3.0,10.0,0,0,,,,,
271,Southwest,9,24,3,10.7333333333,10.5,11.6333333333,11.5,54.0,60.0,44.0,8.0,14.0,239,4.0,6.0,0,0,,,,,
272,Southwest,1,16,3,15.2833333333,15.25,17.5333333333,18.3333333333,255.0,305.0,246.0,-48.0,2.0,1959,4.0,5.0,0,0,,,,,
273,American,4,4,5,6.53333333333,6.58333333333,9.13333333333,9.33333333333,156.0,165.0,131.0,-12.0,-3.0,1041,17.0,8.0,0,0,,,,,
274,American,4,25,5,14.7333333333,14.6666666667,19.8,19.8333333333,184.0,190.0,162.0,-2.0,4.0,1372,6.0,16.0,0,0,,,,,
275,Southwest,2,17,7,14.55,14.4166666667,17.2166666667,17.0,100.0,95.0,75.0,13.0,8.0,588,16.0,9.0,0,0,,,,,
276,Southwest,10,23,4,8.81666666667,8.83333333333,10.15,10.0833333333,80.0,75.0,56.0,4.0,-1.0,345,8.0,16.0,0,0,,,,,
277,Southwest,9,30,2,20.2666666667,20.3333333333,22.0333333333,22.0833333333,106.0,105.0,88.0,-3.0,-4.0,601,5.0,13.0,0,0,,,,,
278,American,9,1,1,7.4,7.5,10.4166666667,10.5833333333,121.0,125.0,100.0,-10.0,-6.0,733,4.0,17.0,0,0,,,,,
279,Southwest,5,4,7,20.1333333333,20.0833333333,22.5666666667,22.5,266.0,265.0,238.0,4.0,3.0,1733,19.0,9.0,0,0,,,,,
280,American,3,16,7,15.6833333333,15.75,19.0833333333,19.25,264.0,270.0,244.0,-10.0,-4.0,1562,5.0,15.0,0,0,,,,,
281,Southwest,5,5,1,13.7666666667,13.75,14.75,14.6666666667,119.0,115.0,103.0,5.0,1.0,616,5.0,11.0,0,0,,,,,
282,Southwest,7,29,2,9.81666666667,9.83333333333,9.8,9.91666666667,59.0,65.0,44.0,-7.0,-1.0,229,7.0,8.0,0,0,,,,,
283,Southwest,8,14,4,17.25,16.8333333333,18.4333333333,18.0833333333,71.0,75.0,58.0,21.0,25.0,336,4.0,9.0,0,0,0.0,0.0,0.0,0.0,21.0
284,American,5,1,4,8.01666666667,8.08333333333,9.18333333333,9.25,70.0,70.0,48.0,-4.0,-4.0,258,5.0,17.0,0,0,,,,,
285,Southwest,8,8,5,14.8666666667,14.9166666667,16.1,16.1666666667,74.0,75.0,61.0,-4.0,-3.0,389,5.0,8.0,0,0,,,,,
286,Southwest,3,10,1,18.75,16.8333333333,19.35,17.9166666667,156.0,185.0,144.0,86.0,115.0,1099,5.0,7.0,0,0,3.0,0.0,0.0,0.0,83.0
287,Southwest,7,12,6,11.8833333333,11.8333333333,13.3833333333,13.3333333333,90.0,90.0,70.0,3.0,3.0,480,4.0,16.0,0,0,,,,,
288,American,12,9,2,15.5833333333,15.0833333333,17.4166666667,17.0,170.0,175.0,138.0,25.0,30.0,1012,17.0,15.0,0,0,0.0,0.0,25.0,0.0,0.0
289,Southwest,7,5,6,12.8,12.8333333333,13.7166666667,13.5833333333,115.0,105.0,87.0,8.0,-2.0,520,20.0,8.0,0,0,,,,,
290,Southwest,6,17,2,20.8833333333,19.9166666667,22.2,21.3333333333,79.0,85.0,65.0,52.0,58.0,395,4.0,10.0,0,0,0.0,0.0,0.0,0.0,52.0
291,American,1,30,3,0.416666666667,23.9166666667,7.1,6.91666666667,281.0,300.0,265.0,11.0,30.0,2504,7.0,9.0,0,0,,,,,
292,Southwest,10,1,3,11.8333333333,11.4166666667,12.95,12.75,67.0,80.0,57.0,12.0,25.0,365,4.0,6.0,0,0,,,,,
293,Southwest,4,22,2,17.9833333333,18.0,19.5166666667,19.8333333333,92.0,110.0,82.0,-19.0,-1.0,605,3.0,7.0,0,0,,,,,
294,Southwest,8,17,7,7.61666666667,7.66666666667,9.3,9.41666666667,281.0,285.0,263.0,-7.0,-3.0,2027,7.0,11.0,0,0,,,,,
295,American,4,28,1,10.3833333333,10.0,13.8166666667,13.5,146.0,150.0,125.0,19.0,23.0,987,6.0,15.0,0,0,19.0,0.0,0.0,0.0,0.0
296,American,11,11,2,15.0,15.0,22.7666666667,22.1666666667,346.0,310.0,321.0,36.0,0.0,2486,15.0,10.0,0,0,0.0,0.0,36.0,0.0,0.0
297,American,12,1,1,15.4666666667,15.1666666667,19.2166666667,18.9166666667,165.0,165.0,142.0,18.0,18.0,1068,11.0,12.0,0,0,13.0,0.0,0.0,0.0,5.0
298,Southwest,3,24,1,21.6833333333,21.25,22.8333333333,22.4166666667,69.0,70.0,57.0,25.0,26.0,288,3.0,9.0,0,0,0.0,0.0,0.0,0.0,25.0
299,Southwest,3,2,7,16.35,15.5833333333,17.6166666667,16.8333333333,76.0,75.0,56.0,47.0,46.0,328,4.0,16.0,0,0,0.0,0.0,1.0,0.0,46.0
300,Southwest,5,3,6,8.25,8.33333333333,10.5833333333,10.8333333333,80.0,90.0,70.0,-15.0,-5.0,562,3.0,7.0,0,0,,,,,
301,Southwest,8,4,1,9.35,8.25,11.0333333333,9.66666666667,101.0,85.0,61.0,82.0,66.0,447,5.0,35.0,0,0,0.0,0.0,82.0,0.0,0.0
302,Southwest,5,11,7,22.05,21.5,23.2166666667,22.8333333333,70.0,80.0,54.0,23.0,33.0,337,8.0,8.0,0,0,10.0,0.0,0.0,0.0,13.0
303,American,9,24,3,6.03333333333,6.08333333333,8.21666666667,8.16666666667,191.0,185.0,159.0,3.0,-3.0,1192,17.0,15.0,0,0,,,,,
304,American,1,3,4,5.5,5.5,8.58333333333,8.83333333333,185.0,200.0,164.0,-15.0,0.0,1258,6.0,15.0,0,0,,,,,
305,Southwest,3,30,7,7.75,7.83333333333,9.21666666667,9.41666666667,88.0,95.0,77.0,-12.0,-5.0,546,5.0,6.0,0,0,,,,,
306,Southwest,1,5,6,8.33333333333,8.33333333333,9.48333333333,9.66666666667,129.0,140.0,116.0,-11.0,0.0,704,4.0,9.0,0,0,,,,,
307,Southwest,9,16,2,17.4,17.4166666667,19.1833333333,19.25,107.0,110.0,87.0,-4.0,-1.0,621,5.0,15.0,0,0,,,,,
308,Southwest,3,31,1,19.1166666667,18.4166666667,22.3,21.4166666667,131.0,120.0,96.0,53.0,42.0,737,11.0,24.0,0,0,12.0,0.0,11.0,0.0,30.0
309,Southwest,12,14,7,18.0833333333,18.0833333333,19.7,19.9166666667,157.0,170.0,131.0,-13.0,0.0,777,17.0,9.0,0,0,,,,,
310,American,1,24,4,18.8166666667,18.8333333333,21.25,21.0833333333,206.0,195.0,193.0,10.0,-1.0,1236,3.0,10.0,0,0,,,,,
311,Southwest,10,21,2,6.28333333333,6.25,7.35,7.41666666667,124.0,130.0,108.0,-4.0,2.0,668,3.0,13.0,0,0,,,,,
312,American,10,2,4,20.5166666667,20.5833333333,21.4,21.5833333333,53.0,60.0,37.0,-11.0,-4.0,193,5.0,11.0,0,0,,,,,
313,Southwest,5,24,6,17.8666666667,17.8333333333,19.2333333333,19.3333333333,142.0,150.0,124.0,-6.0,2.0,848,4.0,14.0,0,0,,,,,
314,American,8,25,1,11.8833333333,11.9166666667,14.3333333333,14.5833333333,147.0,160.0,134.0,-15.0,-2.0,944,5.0,8.0,0,0,,,,,
315,Southwest,10,31,5,19.3833333333,19.1666666667,20.25,20.0833333333,52.0,55.0,38.0,10.0,13.0,178,2.0,12.0,0,0,,,,,
316,American,7,29,2,14.2166666667,14.25,18.05,17.75,170.0,150.0,129.0,18.0,-2.0,936,11.0,30.0,0,0,0.0,0.0,18.0,0.0,0.0
317,American,12,1,1,19.6833333333,19.25,20.8333333333,20.5,189.0,195.0,162.0,20.0,26.0,1205,7.0,20.0,0,0,7.0,0.0,0.0,0.0,13.0
318,American,3,25,2,9.45,9.58333333333,13.4166666667,13.6666666667,118.0,125.0,101.0,-15.0,-8.0,813,7.0,10.0,0,0,,,,,
319,Southwest,2,19,2,7.81666666667,7.75,11.75,11.9166666667,176.0,190.0,158.0,-10.0,4.0,1448,4.0,14.0,0,0,,,,,
320,Southwest,4,23,3,10.8333333333,10.6666666667,11.7833333333,11.6666666667,177.0,180.0,166.0,7.0,10.0,1076,3.0,8.0,0,0,,,,,
321,American,12,19,5,15.5833333333,14.75,18.2166666667,17.6666666667,218.0,235.0,202.0,33.0,50.0,1302,3.0,13.0,0,0,0.0,11.0,0.0,0.0,22.0
322,Southwest,3,11,2,9.15,7.58333333333,,9.16666666667,,95.0,,,94.0,461,,10.0,0,1,,,,,
323,American,3,13,4,18.25,16.25,20.1666666667,17.9166666667,115.0,100.0,84.0,135.0,120.0,551,4.0,27.0,0,0,120.0,0.0,15.0,0.0,0.0
324,Southwest,6,18,3,8.8,8.83333333333,11.5,11.8333333333,102.0,120.0,90.0,-20.0,-2.0,668,4.0,8.0,0,0,,,,,
325,American,10,30,4,11.5,11.5833333333,15.0833333333,15.1666666667,155.0,155.0,130.0,-5.0,-5.0,1005,7.0,18.0,0,0,,,,,
326,Southwest,5,19,1,12.85,12.4166666667,13.1666666667,12.9166666667,79.0,90.0,69.0,15.0,26.0,528,2.0,8.0,0,0,1.0,0.0,0.0,0.0,14.0
327,Southwest,9,5,5,15.2833333333,15.3333333333,18.7,19.0,145.0,160.0,133.0,-18.0,-3.0,1121,3.0,9.0,0,0,,,,,
328,American,7,7,1,19.0333333333,18.9166666667,23.8833333333,23.4166666667,231.0,210.0,213.0,28.0,7.0,1389,6.0,12.0,0,0,0.0,0.0,28.0,0.0,0.0
329,American,6,1,7,7.03333333333,7.08333333333,9.2,9.0,190.0,175.0,173.0,12.0,-3.0,1192,9.0,8.0,0,0,,,,,
330,Southwest,4,22,2,16.3333333333,16.0833333333,19.45,19.3333333333,127.0,135.0,115.0,7.0,15.0,869,4.0,8.0,0,0,,,,,
331,Southwest,1,15,2,7.1,7.16666666667,8.81666666667,8.91666666667,163.0,165.0,137.0,-6.0,-4.0,957,7.0,19.0,0,0,,,,,
332,Southwest,8,31,7,16.55,16.5833333333,17.3333333333,17.5,167.0,175.0,151.0,-10.0,-2.0,1090,7.0,9.0,0,0,,,,,
333,Southwest,1,18,5,17.0833333333,16.8333333333,18.5333333333,18.4166666667,147.0,155.0,127.0,7.0,15.0,880,5.0,15.0,0,0,,,,,
334,Southwest,6,30,1,6.1,6.16666666667,6.96666666667,7.16666666667,52.0,60.0,43.0,-12.0,-4.0,291,2.0,7.0,0,0,,,,,
335,Southwest,1,18,5,20.5666666667,20.3333333333,21.9333333333,21.5833333333,82.0,75.0,47.0,21.0,14.0,290,4.0,31.0,0,0,8.0,0.0,7.0,0.0,6.0
336,American,12,15,1,16.8666666667,16.9166666667,18.2333333333,18.25,82.0,80.0,61.0,-1.0,-3.0,448,3.0,18.0,0,0,,,,,
337,Southwest,11,24,1,6.93333333333,7.0,7.46666666667,7.66666666667,92.0,100.0,80.0,-12.0,-4.0,528,4.0,8.0,0,0,,,,,
338,American,4,3,4,18.3,18.3333333333,21.7833333333,21.75,389.0,385.0,347.0,2.0,-2.0,2446,2.0,40.0,0,0,,,,,
339,American,8,26,2,17.45,17.5833333333,19.55,19.5833333333,126.0,120.0,106.0,-2.0,-8.0,700,7.0,13.0,0,0,,,,,
340,American,7,17,4,8.13333333333,8.25,8.9,9.25,166.0,180.0,153.0,-21.0,-7.0,1209,4.0,9.0,0,0,,,,,
341,Southwest,9,8,1,14.8833333333,14.8333333333,17.7833333333,18.0,114.0,130.0,103.0,-13.0,3.0,781,6.0,5.0,0,0,,,,,
342,American,5,13,2,19.6833333333,19.6666666667,22.5,22.5833333333,109.0,115.0,94.0,-5.0,1.0,719,3.0,12.0,0,0,,,,,
343,American,4,30,3,13.6833333333,13.0,19.4166666667,19.0833333333,224.0,245.0,202.0,20.0,41.0,1745,8.0,14.0,0,0,9.0,0.0,0.0,0.0,11.0
344,American,5,11,7,18.3166666667,18.1666666667,20.8833333333,21.0833333333,94.0,115.0,79.0,-12.0,9.0,641,8.0,7.0,0,0,,,,,
345,Southwest,2,28,4,18.2,18.1666666667,19.6666666667,19.75,148.0,155.0,132.0,-5.0,2.0,838,7.0,9.0,0,0,,,,,
346,Southwest,11,13,4,12.3833333333,12.4166666667,13.8666666667,14.0,89.0,95.0,67.0,-8.0,-2.0,386,2.0,20.0,0,0,,,,,
347,Southwest,7,30,3,10.9666666667,10.9166666667,12.05,12.0833333333,65.0,70.0,54.0,-2.0,3.0,361,6.0,5.0,0,0,,,,,
